transaction_id,target_id,acquirer_id,announce_date,close_date,deal_year,deal_quarter,deal_type,financing_type,deal_size_mm,ev_ebitda_multiple,ev_revenue_multiple,synergy_pct_of_deal,outcome,strategic_rationale_tags,num_bidders,days_to_close,target_name,target_sector,target_sub_sector,target_geography,target_ownership_type,target_ltm_revenue_mm,target_ebitda_margin_pct,acquirer_name,acquirer_type,acquirer_sector_focus,acquirer_geographic_reach,sector_median_ev_ebitda,sector_median_ev_revenue,ev_ebitda_pct_vs_sector_median,ev_revenue_pct_vs_sector_median,acquirer_fiscal_revenue_mm,acquirer_fiscal_ebitda_mm,acquirer_net_debt_mm,acquirer_cash_mm,acquirer_total_assets_mm,deal_size_tier
TXN-0327,TGT-0181,ACQ-004,2021-12-13,2022-06-24,2021,Q4,Minority Investment,Cash + Stock,776.2,12.4,5.69,17.1,Closed,Margin Improvement|Vertical Integration|Revenue Synergies|Technology Capability,2,193,Titan Revenue Solutions,Revenue Cycle,Billing Services,Northeast,Public,740.3,14.7,Elevance Health,Strategic,Health Insurance,National,16.0,4.86,-22.499999999999996,17.078189300411523,6815.2,1533.4,3779.0,371.2,12117.0,Large
TXN-0094,TGT-0192,ACQ-013,2021-11-10,2022-07-29,2021,Q4,Minority Investment,Cash + Stock,576.2,18.3,6.76,6.8,Closed,Talent Acquisition|Supply Chain Integration|Revenue Synergies,2,261,Apex Wellness Group,Behavioral Health,Mental Health Clinics,Southeast,PE-Backed,247.7,12.1,Evolent Health,Strategic,Health IT,National,17.6,3.76,3.977272727272723,79.7872340425532,800.7,190.6,246.6,59.1,1361.6,Large
TXN-0320,TGT-0196,ACQ-011,2021-12-06,,2021,Q4,Bolt-on Acquisition,Leveraged,753.1,8.7,2.27,13.7,Withdrawn,Market Consolidation|Diversification|Cross-Sell Opportunity,5,,Vertex Dental Care,Dental,Pediatric Dental,Mid-Atlantic,Physician-Owned,107.4,26.3,Veeva Systems,Strategic,Health IT,National,17.4,4.58,-50.0,-50.43668122270743,2312.4,245.1,1277.8,215.6,6351.8,Large
TXN-0156,TGT-0233,ACQ-018,2021-08-21,2022-02-17,2021,Q3,Platform Investment,Cash + Stock,232.7,7.2,3.6,19.9,Closed,Margin Improvement|Platform Build|Brand Value,5,180,Uplift Health Plans,Health Insurance,Dental Insurance,Northeast,Physician-Owned,4.7,27.5,Medline Industries,Strategic,Medical Devices,National,14.7,3.89,-51.02040816326531,-7.455012853470437,4171.3,684.1,1521.1,341.6,6487.0,Mid-Market
TXN-0056,TGT-0259,ACQ-011,2021-12-20,2022-11-17,2021,Q4,Bolt-on Acquisition,Leveraged,708.5,18.6,3.18,8.0,Closed,Platform Build|Regulatory Arbitrage,8,332,Haven Device Solutions,Medical Devices,Cardiac Devices,Great Plains,Public,70.1,26.8,Veeva Systems,Strategic,Health IT,National,15.8,3.01,17.721518987341774,5.647840531561474,2312.4,245.1,1277.8,215.6,6351.8,Large
TXN-0389,TGT-0263,ACQ-013,2021-05-01,,2021,Q2,Bolt-on Acquisition,Leveraged,143.9,11.8,7.06,14.0,Withdrawn,Brand Value|Platform Build|Market Consolidation|Revenue Synergies|Technology Capability,3,,Flatiron Home Health,Home Health/Hospice,Home Health,Multi-Regional,PE-Backed,145.9,11.1,Evolent Health,Strategic,Health IT,National,17.9,3.33,-34.07821229050278,112.01201201201198,800.7,190.6,246.6,59.1,1361.6,Mid-Market
TXN-0095,TGT-0273,ACQ-018,2021-04-09,2021-08-28,2021,Q2,Bolt-on Acquisition,Cash + Stock,242.3,18.1,5.25,7.6,Closed,Geographic Expansion|Cost Synergies|Brand Value|Talent Acquisition,8,141,Latitude Surgical,Medical Devices,Wound Care,National,PE-Backed,368.1,9.6,Medline Industries,Strategic,Medical Devices,National,11.3,3.7,60.17699115044248,41.89189189189189,4171.3,684.1,1521.1,341.6,6487.0,Mid-Market
TXN-0284,TGT-0292,ACQ-007,2021-01-15,2021-11-08,2021,Q1,Leveraged Buyout,Cash + Stock,707.8,16.2,5.6,4.1,Closed,Supply Chain Integration|Talent Acquisition|Platform Build|Diversification|Brand Value,4,297,Latitude Specialty Medicine,Physician Groups,Orthopedic Groups,Southeast,Nonprofit,93.0,10.1,Amedisys,Strategic,Home Health/Hospice,National,10.6,2.06,52.83018867924528,171.84466019417474,1839.2,463.5,390.5,61.4,5509.7,Large
TXN-0487,TGT-0012,ACQ-039,2021-06-08,2022-01-04,2021,Q2,Carve-out,Stock-for-Stock,582.6,10.5,4.2,15.1,Closed,Vertical Integration|Platform Build|Geographic Expansion,4,210,Optima Care Partners,Healthcare Services,Lab Services,Multi-Regional,Public,62.8,12.3,Apax Partners,Financial Sponsor,Diversified,National,16.5,4.36,-36.36363636363637,-3.6697247706422047,,,,,,Large
TXN-0262,TGT-0015,ACQ-031,2021-03-15,2021-10-16,2021,Q1,SPAC Merger,Mixed,674.8,10.7,4.21,19.3,Closed,Platform Build|Supply Chain Integration|Cross-Sell Opportunity,1,215,Crest Hospice Care,Home Health/Hospice,Hospice,National,Private,533.9,9.9,Thoma Bravo,Financial Sponsor,Technology,National,12.5,4.04,-14.400000000000004,4.207920792079206,,,,,,Large
TXN-0136,TGT-0019,ACQ-030,2021-03-07,2021-06-12,2021,Q1,Strategic Acquisition,Leveraged,554.3,17.3,1.43,10.9,Closed,Geographic Expansion|Cross-Sell Opportunity|Supply Chain Integration|Vertical Integration,1,97,Quest Specialty Medicine,Physician Groups,Primary Care Groups,Southwest,Physician-Owned,850.0,23.4,Summit Partners,Financial Sponsor,Growth Equity,National,10.6,2.06,63.20754716981133,-30.58252427184466,,,,,,Large
TXN-0123,TGT-0021,ACQ-036,2021-01-03,,2021,Q1,Leveraged Buyout,Leveraged,327.5,11.8,6.76,10.8,Pending,Cross-Sell Opportunity|Geographic Expansion|Market Consolidation|Talent Acquisition,7,,Illuminate Tech Solutions,Health IT,EHR/EMR,Mid-Atlantic,Private,85.5,20.1,Water Street Healthcare,Financial Sponsor,Healthcare,National,11.2,3.79,5.35714285714287,78.3641160949868,,,,,,Mid-Market
TXN-0084,TGT-0028,ACQ-034,2021-10-11,,2021,Q4,Management Buyout,All Cash,287.6,22.3,6.39,10.8,Terminated,Diversification|Market Consolidation|Geographic Expansion|Supply Chain Integration|Regulatory Arbitrage,2,,Highland Dental Group,Dental,Oral Surgery,West Coast,Family-Owned,920.9,10.0,Oak Hill Capital,Financial Sponsor,Diversified,National,17.4,4.58,28.1609195402299,39.51965065502183,,,,,,Mid-Market
TXN-0214,TGT-0067,ACQ-039,2021-07-21,2021-10-17,2021,Q3,Recapitalization,Stock-for-Stock,219.6,19.1,6.75,16.6,Closed,Diversification|Cost Synergies|High Growth|Supply Chain Integration|Cross-Sell Opportunity,4,88,Greenfield Smile Partners,Dental,Oral Surgery,Great Plains,Physician-Owned,232.3,28.1,Apax Partners,Financial Sponsor,Diversified,National,17.3,3.01,10.40462427745665,124.25249169435217,,,,,,Mid-Market
TXN-0362,TGT-0082,ACQ-037,2021-03-07,,2021,Q1,Leveraged Buyout,Stock-for-Stock,540.3,12.6,4.17,12.1,Pending,Platform Build|Cost Synergies,8,,Ridgeline Life Sciences,Pharma/Biotech,CDMO,Multi-Regional,Private,52.2,16.7,Frazier Healthcare,Financial Sponsor,Healthcare,National,10.1,1.52,24.752475247524753,174.34210526315786,,,,,,Large
TXN-0357,TGT-0100,ACQ-021,2021-08-21,2021-10-17,2021,Q3,Carve-out,Mixed,275.1,23.0,4.43,11.5,Closed,Margin Improvement|Cross-Sell Opportunity|Geographic Expansion|Vertical Integration|Cost Synergies,3,57,Jetstream Home Care,Home Health/Hospice,Hospice,Southwest,Nonprofit,308.5,28.4,KKR,Financial Sponsor,Diversified,National,9.3,3.01,147.31182795698922,47.17607973421927,,,,,,Mid-Market
TXN-0388,TGT-0111,ACQ-030,2021-04-15,2022-01-17,2021,Q2,Recapitalization,All Cash,178.8,17.2,4.6,17.6,Closed,Revenue Synergies|Talent Acquisition|Platform Build,5,277,Zenith Healthcare,Healthcare Services,Ambulatory Surgery Centers,Midwest,Physician-Owned,79.3,23.0,Summit Partners,Financial Sponsor,Growth Equity,National,16.5,4.36,4.242424242424238,5.5045871559632875,,,,,,Mid-Market
TXN-0238,TGT-0137,ACQ-024,2021-07-23,,2021,Q3,Leveraged Buyout,Cash + Stock,346.1,10.3,6.57,10.0,Terminated,Revenue Synergies|Talent Acquisition|Supply Chain Integration|Regulatory Arbitrage|Diversification,7,,Frontier Medical Devices,Medical Devices,Orthopedic Devices,National,Physician-Owned,273.6,23.0,Hellman & Friedman,Financial Sponsor,Diversified,National,9.9,2.36,4.040404040404043,178.3898305084746,,,,,,Mid-Market
TXN-0264,TGT-0151,ACQ-025,2021-03-11,2021-11-30,2021,Q1,SPAC Merger,Stock-for-Stock,693.7,21.0,5.29,10.7,Closed,Diversification|Regulatory Arbitrage,8,264,Jubilee Technologies,Health IT,Telehealth,Mid-Atlantic,Private,310.4,9.0,Welsh Carson,Financial Sponsor,Healthcare,National,11.2,3.79,87.50000000000001,39.577836411609496,,,,,,Large
TXN-0266,TGT-0160,ACQ-038,2021-07-08,,2021,Q3,Platform Investment,Seller Financing,623.8,8.8,3.02,8.8,Terminated,Talent Acquisition|Cross-Sell Opportunity,6,,Highland Visiting Health,Home Health/Hospice,Personal Care,Great Plains,Public,669.4,15.7,Great Hill Partners,Financial Sponsor,Technology,National,9.3,3.01,-5.376344086021505,0.33222591362127013,,,,,,Large
TXN-0219,TGT-0163,ACQ-034,2021-05-11,2022-01-31,2021,Q2,Platform Investment,All Cash,49.7,8.4,7.08,17.2,Closed,Brand Value|Vertical Integration|Cross-Sell Opportunity|Revenue Synergies,6,265,Sterling Recovery Centers,Behavioral Health,Psychiatric Hospitals,Southeast,Private,357.8,20.0,Oak Hill Capital,Financial Sponsor,Diversified,National,12.4,3.95,-32.25806451612903,79.24050632911391,,,,,,Small
TXN-0050,TGT-0165,ACQ-033,2021-12-24,2022-04-18,2021,Q4,SPAC Merger,Mixed,229.8,24.3,7.79,10.7,Closed,Cross-Sell Opportunity|Market Consolidation|Revenue Synergies|Talent Acquisition|Vertical Integration,3,115,Illuminate Medical Group,Healthcare Services,Ambulatory Surgery Centers,Multi-Regional,Nonprofit,265.0,30.9,New Mountain Capital,Financial Sponsor,Healthcare,National,16.7,2.86,45.508982035928156,172.37762237762237,,,,,,Mid-Market
TXN-0397,TGT-0179,ACQ-022,2021-12-05,2022-09-08,2021,Q4,Platform Investment,Leveraged,47.3,15.9,3.27,13.4,Closed,Vertical Integration|Platform Build|Geographic Expansion|Margin Improvement,7,277,Prism Pharma,Pharma/Biotech,Biotech Therapeutics,Northeast,PE-Backed,304.3,13.5,Blackstone,Financial Sponsor,Diversified,National,15.5,3.83,2.580645161290325,-14.621409921671018,,,,,,Small
TXN-0434,TGT-0190,ACQ-030,2021-08-11,,2021,Q3,Recapitalization,Cash + Stock,582.2,11.3,6.37,6.9,Terminated,Geographic Expansion|Cross-Sell Opportunity|Talent Acquisition|Supply Chain Integration,8,,Keybridge Device Solutions,Medical Devices,Surgical Instruments,West Coast,Nonprofit,429.5,34.1,Summit Partners,Financial Sponsor,Growth Equity,National,9.9,2.36,14.141414141414144,169.91525423728814,,,,,,Large
TXN-0443,TGT-0201,ACQ-029,2021-12-20,2022-08-31,2021,Q4,Platform Investment,All Cash,396.1,10.2,5.38,3.8,Closed,Cross-Sell Opportunity|Cost Synergies|Talent Acquisition,8,254,Keystone Visiting Health,Home Health/Hospice,Home Health,Southwest,Physician-Owned,1058.7,19.3,General Atlantic,Financial Sponsor,Growth Equity,National,10.9,4.21,-6.422018348623864,27.790973871733964,,,,,,Mid-Market
TXN-0145,TGT-0222,ACQ-038,2021-07-03,,2021,Q3,Minority Investment,Stock-for-Stock,356.6,10.0,2.05,5.4,Withdrawn,Revenue Synergies|High Growth|Cost Synergies|Vertical Integration,7,,Zephyr MedTech,Medical Devices,Cardiac Devices,Mountain West,Family-Owned,188.4,28.4,Great Hill Partners,Financial Sponsor,Technology,National,9.9,2.36,1.0101010101010066,-13.135593220338986,,,,,,Mid-Market
TXN-0490,TGT-0262,ACQ-029,2021-01-21,2021-10-04,2021,Q1,Bolt-on Acquisition,Cash + Stock,610.0,17.0,6.5,15.3,Closed,Cost Synergies|Technology Capability|Supply Chain Integration|Margin Improvement,6,256,Highland Behavioral,Behavioral Health,Eating Disorder Treatment,National,PE-Backed,399.7,8.1,General Atlantic,Financial Sponsor,Growth Equity,National,16.1,3.25,5.590062111801233,100.0,,,,,,Large
TXN-0489,TGT-0267,ACQ-031,2021-02-13,,2021,Q1,Minority Investment,Leveraged,110.0,20.8,5.46,12.1,Terminated,Margin Improvement|Revenue Synergies|Market Consolidation|Geographic Expansion|Vertical Integration,1,,Cascade Behavioral Health,Behavioral Health,Psychiatric Hospitals,West Coast,PE-Backed,344.2,24.7,Thoma Bravo,Financial Sponsor,Technology,National,16.1,3.25,29.192546583850927,68.0,,,,,,Mid-Market
TXN-0241,TGT-0276,ACQ-022,2021-06-27,2021-08-22,2021,Q2,Management Buyout,Seller Financing,182.8,15.7,3.05,8.8,Closed,Brand Value|Supply Chain Integration,3,56,Uplift Dental Group,Dental,Pediatric Dental,National,Nonprofit,413.9,20.2,Blackstone,Financial Sponsor,Diversified,National,14.1,3.68,11.347517730496453,-17.119565217391315,,,,,,Mid-Market
TXN-0448,TGT-0296,ACQ-031,2021-09-04,2022-05-02,2021,Q3,Minority Investment,All Cash,774.0,16.7,4.28,18.4,Closed,Margin Improvement|Market Consolidation,4,240,Embark Hospice Care,Home Health/Hospice,Hospice,West Coast,Nonprofit,878.8,17.0,Thoma Bravo,Financial Sponsor,Technology,National,9.3,3.01,79.56989247311826,42.19269102990035,,,,,,Large
TXN-0486,TGT-0298,ACQ-027,2021-10-12,2021-12-07,2021,Q4,Leveraged Buyout,Mixed,500.8,8.6,5.26,20.0,Closed,Cross-Sell Opportunity|Technology Capability|Cost Synergies|Brand Value,7,56,Noble Medical Devices,Medical Devices,Diagnostic Equipment,National,Nonprofit,228.4,8.1,Bain Capital,Financial Sponsor,Diversified,National,15.8,3.01,-45.56962025316456,74.75083056478405,,,,,,Large
TXN-0140,TGT-0133,ACQ-024,2021-06-27,,2021,Q2,Merger of Equals,Leveraged,397.7,7.2,1.61,11.1,Pending,Supply Chain Integration|Diversification|Cross-Sell Opportunity|Brand Value,3,,Cascade Dental,Dental,Oral Surgery,Multi-Regional,Nonprofit,400.9,32.5,Hellman & Friedman,Financial Sponsor,Diversified,National,14.1,3.68,-48.93617021276596,-56.25,,,,,,Mid-Market
TXN-0132,TGT-0171,ACQ-022,2021-02-26,2022-03-08,2021,Q1,Carve-out,Cash + Stock,669.6,23.5,4.25,11.1,Closed,Margin Improvement|Cost Synergies|Regulatory Arbitrage,1,375,Xcel Mental Wellness,Behavioral Health,Autism Services,Southeast,PE-Backed,248.3,8.7,Blackstone,Financial Sponsor,Diversified,National,16.1,3.25,45.96273291925465,30.76923076923077,,,,,,Large
TXN-0146,TGT-0009,ACQ-010,2022-11-08,2023-11-07,2022,Q4,Carve-out,All Cash,519.2,13.9,4.08,16.4,Closed,Margin Improvement|Talent Acquisition|High Growth,7,364,Voyager Biomedical,Medical Devices,Diagnostic Equipment,Great Plains,PE-Backed,71.1,23.2,DaVita,Strategic,Healthcare Services,National,17.0,3.64,-18.235294117647058,12.087912087912086,4749.4,1410.6,986.0,374.1,10302.0,Large
TXN-0236,TGT-0054,ACQ-004,2022-11-23,,2022,Q4,Bolt-on Acquisition,All Cash,493.6,22.3,1.53,12.6,Rumored,Regulatory Arbitrage|Platform Build|Technology Capability,2,,Benchmark Biosciences,Pharma/Biotech,Drug Delivery,Southwest,Family-Owned,188.1,8.8,Elevance Health,Strategic,Health Insurance,National,15.5,2.15,43.87096774193549,-28.83720930232558,7147.5,764.8,3831.2,991.8,9175.2,Mid-Market
TXN-0170,TGT-0070,ACQ-008,2022-11-27,2023-11-02,2022,Q4,Minority Investment,Cash + Stock,187.6,11.6,1.93,16.5,Closed,Platform Build|High Growth|Talent Acquisition,3,340,Delta Smile Partners,Dental,Oral Surgery,Northeast,Nonprofit,81.5,9.5,Acadia Healthcare,Strategic,Behavioral Health,National,13.2,4.45,-12.12121212121212,-56.62921348314608,2361.2,453.4,1406.1,128.0,6206.5,Mid-Market
TXN-0457,TGT-0074,ACQ-011,2022-02-16,2022-12-14,2022,Q1,Merger of Equals,All Cash,122.5,21.3,3.86,11.0,Closed,Technology Capability|Talent Acquisition,5,301,Unity Health Coverage,Health Insurance,Dental Insurance,National,Private,949.4,24.9,Veeva Systems,Strategic,Health IT,National,12.8,4.02,66.40625,-3.980099502487555,2368.2,322.1,495.4,153.7,6559.4,Mid-Market
TXN-0268,TGT-0084,ACQ-007,2022-01-18,2022-08-20,2022,Q1,Recapitalization,Cash + Stock,516.4,19.2,4.16,6.6,Closed,Technology Capability|High Growth|Cost Synergies|Geographic Expansion|Diversification,8,214,Haven Billing Solutions,Revenue Cycle,Coding Services,Multi-Regional,PE-Backed,493.8,21.1,Amedisys,Strategic,Home Health/Hospice,National,17.9,1.91,7.26256983240224,117.80104712041886,1816.2,497.6,785.4,233.9,5328.4,Large
TXN-0196,TGT-0092,ACQ-001,2022-02-04,,2022,Q1,Minority Investment,Stock-for-Stock,532.0,7.6,1.83,9.8,Terminated,Platform Build|Diversification|Technology Capability,2,,Titan Financial Services,Revenue Cycle,Coding Services,Midwest,Private,944.0,17.1,UnitedHealth Group,Strategic,Health Insurance,National,17.9,1.91,-57.54189944134078,-4.188481675392662,22770.5,6421.3,7822.1,1284.7,52191.6,Large
TXN-0337,TGT-0098,ACQ-013,2022-02-25,,2022,Q1,Bolt-on Acquisition,Seller Financing,284.2,19.8,7.93,6.4,Rumored,Cost Synergies|Technology Capability,3,,Prism Biopharma,Pharma/Biotech,Biotech Therapeutics,Southwest,Family-Owned,54.0,23.4,Evolent Health,Strategic,Health IT,National,11.2,2.79,76.7857142857143,184.22939068100357,815.2,179.3,336.9,58.2,1999.5,Mid-Market
TXN-0411,TGT-0101,ACQ-017,2022-10-01,2023-09-09,2022,Q4,Platform Investment,Cash + Stock,597.6,14.2,4.61,16.4,Closed,Regulatory Arbitrage|Brand Value,2,343,Atlas Recovery Centers,Behavioral Health,Substance Abuse Treatment,Great Plains,Private,276.9,32.6,Hologic,Strategic,Medical Devices,National,9.4,2.06,51.06382978723403,123.78640776699031,2061.2,362.8,1138.3,143.1,2606.9,Large
TXN-0473,TGT-0118,ACQ-009,2022-04-22,2022-11-12,2022,Q2,Strategic Acquisition,Cash + Stock,356.8,12.5,5.51,10.2,Closed,Regulatory Arbitrage|Revenue Synergies|Margin Improvement|Geographic Expansion|Vertical Integration,5,204,Momentum Specialty Medicine,Physician Groups,Primary Care Groups,Southwest,Family-Owned,576.4,19.2,Encompass Health,Strategic,Home Health/Hospice,Multi-Regional,16.7,3.92,-25.149700598802394,40.56122448979592,3098.8,449.3,1313.7,149.0,3787.8,Mid-Market
TXN-0066,TGT-0149,ACQ-009,2022-03-24,,2022,Q1,Minority Investment,Leveraged,23.3,10.5,7.74,19.7,Terminated,Margin Improvement|Cost Synergies|Revenue Synergies,3,,Continuum Revenue Solutions,Revenue Cycle,Claims Management,Multi-Regional,Private,89.6,15.4,Encompass Health,Strategic,Home Health/Hospice,Multi-Regional,17.9,1.91,-41.340782122905026,305.23560209424085,3098.8,449.3,1313.7,149.0,3787.8,Small
TXN-0315,TGT-0193,ACQ-006,2022-12-24,,2022,Q4,Platform Investment,Mixed,303.3,8.3,1.39,11.3,Pending,Cross-Sell Opportunity|Brand Value,4,,Kensington Life Sciences,Pharma/Biotech,Drug Delivery,Northeast,Nonprofit,235.9,16.8,Molina Healthcare,Strategic,Health Insurance,Multi-Regional,15.5,2.15,-46.4516129032258,-35.348837209302324,2323.0,369.4,1278.8,340.0,6524.7,Mid-Market
TXN-0347,TGT-0197,ACQ-008,2022-05-20,2022-08-16,2022,Q2,Bolt-on Acquisition,Cash + Stock,765.8,11.4,1.35,8.7,Closed,Cross-Sell Opportunity|Cost Synergies,6,88,Titan Biopharma,Pharma/Biotech,Biotech Therapeutics,Northeast,Public,406.7,25.7,Acadia Healthcare,Strategic,Behavioral Health,National,9.9,3.12,15.151515151515152,-56.730769230769226,2361.2,453.4,1406.1,128.0,6206.5,Large
TXN-0183,TGT-0202,ACQ-013,2022-08-28,,2022,Q3,SPAC Merger,Seller Financing,755.6,23.3,3.4,5.5,Terminated,High Growth|Diversification|Geographic Expansion|Vertical Integration,7,,Voyager Healthcare,Healthcare Services,Specialty Clinics,West Coast,Private,244.8,10.9,Evolent Health,Strategic,Health IT,National,11.7,2.06,99.14529914529916,65.04854368932038,815.2,179.3,336.9,58.2,1999.5,Large
TXN-0370,TGT-0211,ACQ-007,2022-02-26,,2022,Q1,Recapitalization,Seller Financing,647.6,18.7,6.93,6.6,Rumored,Platform Build|Technology Capability|Margin Improvement|Brand Value|Diversification,8,,Cascade Medical Practice,Physician Groups,Primary Care Groups,Multi-Regional,Family-Owned,307.2,23.7,Amedisys,Strategic,Home Health/Hospice,National,12.9,3.41,44.961240310077514,103.22580645161288,1816.2,497.6,785.4,233.9,5328.4,Large
TXN-0461,TGT-0252,ACQ-012,2022-03-04,2022-05-30,2022,Q1,Strategic Acquisition,Leveraged,496.1,19.6,5.88,6.0,Closed,Revenue Synergies|Brand Value|Platform Build|Geographic Expansion|Margin Improvement,3,87,Halcyon Health Coverage,Health Insurance,Medicare Advantage,Midwest,Nonprofit,921.4,33.5,Phreesia,Strategic,Health IT,National,12.8,4.02,53.125,46.26865671641792,411.5,66.3,245.3,49.5,1064.8,Mid-Market
TXN-0049,TGT-0259,ACQ-009,2022-01-20,2023-02-23,2022,Q1,Management Buyout,Mixed,449.3,14.2,5.01,18.7,Closed,Market Consolidation|Revenue Synergies|Cost Synergies,3,399,Haven Device Solutions,Medical Devices,Cardiac Devices,Great Plains,Public,70.1,26.8,Encompass Health,Strategic,Home Health/Hospice,Multi-Regional,14.1,1.65,0.7092198581560258,203.63636363636365,3098.8,449.3,1313.7,149.0,3787.8,Mid-Market
TXN-0474,TGT-0265,ACQ-007,2022-03-10,2023-02-12,2022,Q1,Merger of Equals,Mixed,529.9,13.7,6.61,5.7,Closed,Regulatory Arbitrage|Margin Improvement|Geographic Expansion|Revenue Synergies|Brand Value,3,339,Kensington Wellness Group,Behavioral Health,Autism Services,Southeast,Nonprofit,115.4,16.2,Amedisys,Strategic,Home Health/Hospice,National,12.5,3.22,9.599999999999994,105.27950310559007,1816.2,497.6,785.4,233.9,5328.4,Large
TXN-0195,TGT-0267,ACQ-009,2022-08-12,2023-09-12,2022,Q3,Platform Investment,Seller Financing,79.6,15.4,3.57,10.8,Closed,Technology Capability|Talent Acquisition|High Growth|Vertical Integration|Supply Chain Integration,5,396,Cascade Behavioral Health,Behavioral Health,Psychiatric Hospitals,West Coast,PE-Backed,344.2,24.7,Encompass Health,Strategic,Home Health/Hospice,Multi-Regional,16.7,4.34,-7.784431137724544,-17.741935483870968,3098.8,449.3,1313.7,149.0,3787.8,Small
TXN-0281,TGT-0269,ACQ-005,2022-01-27,2022-05-18,2022,Q1,Merger of Equals,Seller Financing,149.9,22.3,3.76,5.7,Closed,Margin Improvement|Market Consolidation|Platform Build|High Growth|Technology Capability,2,111,Cascade Revenue Solutions,Revenue Cycle,Patient Financial Services,National,Private,82.8,14.1,Tenet Healthcare,Strategic,Healthcare Services,Multi-Regional,17.9,1.91,24.58100558659219,96.8586387434555,3526.3,796.9,1793.1,335.1,7101.2,Mid-Market
TXN-0148,TGT-0270,ACQ-018,2022-03-17,2023-03-10,2022,Q1,Management Buyout,Seller Financing,207.5,18.0,5.58,14.4,Closed,Brand Value|Diversification,5,358,Voyager Claims Solutions,Revenue Cycle,Denial Management,Multi-Regional,Private,276.0,30.2,Medline Industries,Strategic,Medical Devices,National,17.9,1.91,0.5586592178771029,192.14659685863876,4319.4,591.8,1054.1,466.1,11908.6,Mid-Market
